,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
2607,105392,0,M,Y,Y,0,193500,545040,26509.5,450000,Family,Pensioner,Lower secondary,Married,House / apartment,0.00733,-23643,NA,,2,0.355019815,96750,0.137,0.048637715,1,-1094.666667,0,1060918.695,-146.3333333,3,183418.695,2,1,1.0423247,74250,10758.78,71235,7425,-1732,8,0.102803204,7.299270073
2236,105398,0,F,Y,Y,1,135000,497520,33376.5,450000,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.0228,-11223,-374,Sales staff,2,0.271345876,67500,0.247233333,0.067085745,2,-196,0,750060,-22.25,4,225000,2,2,0.573565038,1364701.5,100938.645,2291913,NA,-750.25,30,NA,4.044762033
3210,105413,0,F,Y,Y,0,180000,1042560,34587,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-14539,-1780,,1,0.172651934,180000,0.19215,0.033175069,0,-1424,0,1747129.5,-1005.571429,7,0,7,2,0.979536425,1696032,NA,1747777.5,NA,-1267.111111,NA,NA,5.204267499
1626,105439,0,F,Y,Y,1,180000,108072,6331.5,85500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18548,-1389,Accountants,3,1.665556296,60000,0.035175,0.058585943,9,-809.2352941,0,2909101.68,-525.2941176,17,2096302.5,8,2,1.073677926,2167428.6,108278.865,2301588,NA,-1058.571429,16,NA,28.42928216
2934,105459,0,F,N,N,0,180000,544491,17694,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,0.072508,-14445,-399,Laborers,2,0.330583977,90000,0.0983,0.032496405,2,-351,0,337105.755,-25,2,337105.755,0,2,0.983599915,440914.5,45510.885,448677,35091,-38,12,0.079445902,10.17293998
2784,105665,0,F,N,Y,0,180000,1078200,31653,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.018801,-17292,-1638,Core staff,1,0.166944908,180000,0.17585,0.029357262,3,-1367,0,5604327,-627.625,8,4635000,5,2,NA,3319798.5,NA,3444934.5,NA,-1341,NA,NA,5.686664771
2293,105689,0,F,N,Y,0,126000,199080,13432.5,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.031329,-20884,-2483,,1,0.632911392,126000,0.106607143,0.067472875,1,-1296,0,360535.5,-504,3,270000,2,2,0.408546799,90000,35701.605,560146.5,NA,-1408.5,6,NA,9.380234506
3200,105703,0,M,Y,Y,0,315000,808650,26086.5,675000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.020246,-20040,-305,Managers,2,0.389538119,157500,0.082814286,0.032259321,3,-1437.266667,0,2308858.2,-942.4,15,767586.15,12,3,1.127713921,76122,NA,67122,9000,-818.5,NA,0.110792565,12.07521132
4051,105820,0,F,Y,Y,0,139500,840951,35631,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00963,-21303,-7995,Laborers,2,0.165883625,69750,0.255419355,0.042369888,4,-1345.666667,0,3299535,-483.1111111,9,1404000,5,2,1.09441036,116482.5,11936.385,110578.5,19804.5,-938.5,12,0.202755869,3.915130083
2332,105839,0,M,N,Y,0,270000,1078200,34911,9.00E+05,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15857,-4633,Laborers,2,0.250417362,135000,0.1293,0.032378965,2,-1218.571429,0,1371908.385,-831.1428571,7,873000,5,2,NA,2675002.5,NA,3101688,NA,-1286.5,NA,NA,7.733952049
3479,105848,0,M,N,Y,1,202500,1125000,54252,1125000,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.01452,-9056,-1744,High skill tech staff,3,0.18,67500,0.267911111,0.048224,2,-720.6666667,0,1657664.19,-465.6666667,9,657000,7,2,0.958819865,126328.5,17620.47,131454,NA,-277.6666667,4,NA,3.732581287
4275,105890,0,M,N,Y,0,157500,296280,19930.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-16183,-2763,Laborers,2,0.531591738,78750,0.126542857,0.067269137,3,-1142.5,0,4657874.76,-554.5,10,2983500,7,2,1.153211388,87745.5,5721.885,77719.5,NA,-420,6,NA,7.902461052
2410,105952,0,F,N,N,0,135000,225000,11488.5,225000,Unaccompanied,Working,Higher education,Married,House / apartment,0.007114,-9361,-1307,,2,0.6,67500,0.0851,0.05106,1,-606.5,0,745713,-294,4,540000,3,2,1.112656627,43555.5,7748.055,39145.5,8712,-678,6,0.19825858,11.75088132
3597,106014,0,F,Y,N,0,225000,675000,32472,675000,Family,Working,Secondary / secondary special,Married,House / apartment,0.0228,-8488,-1835,,2,0.333333333,112500,0.14432,0.048106667,2,-665.5,0,2182500,-17,2,2182500,0,2,1,519750,26855.505,519750,0,-497,24,0,6.929046563
2072,106092,0,F,Y,N,0,90000,760225.5,32337,679500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.003813,-15029,-5232,Cleaning staff,1,0.118385926,90000,0.3593,0.042536063,1,-1461.5,0,195484.5,-1176,2,180000,1,2,1.00682188,126490.5,14620.77,126000,2187,-1612.5,9,0.031227031,2.783189535
3613,106152,0,F,N,N,0,54000,227493,15961.5,207000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010556,-23128,NA,,2,0.237369941,27000,0.295583333,0.070162598,1,-1187.7,0,746604,-703.8,10,181800,9,1,NA,887805,NA,884241,NA,-1185,NA,NA,3.383140682
3550,106168,0,M,Y,N,0,135000,273636,27193.5,247500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00712,-14691,-2122,Drivers,2,0.493356137,67500,0.201433333,0.099378371,6,-1308.266667,0,4564971.9,-659.6,15,1965600,9,3,0.73950199,115308,38606.895,393835.5,NA,-1101.2,4.8,NA,4.964421645
2565,106316,0,F,N,N,0,112500,270045,28485,256500,Family,Working,Higher education,Married,House / apartment,0.00496,-17578,-1918,,2,0.416597234,56250,0.2532,0.10548242,1,-938.8333333,0,721501.065,-721.6666667,6,46316.34,5,2,NA,737955,NA,776083.5,NA,-288.4,NA,NA,3.949447077
1697,106363,0,F,Y,Y,0,148500,1223010,48501,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,-18578,-2483,Sales staff,2,0.121421738,74250,0.326606061,0.039657076,1,-1047.7,0,1249264.215,-713.3,10,450000,9,2,1.028017669,656766,NA,1030869,NA,-1564.9,NA,NA,3.06179254
4415,106415,0,F,N,Y,0,135000,1381113,40513.5,1206000,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-17761,-6425,Sales staff,2,0.097747252,67500,0.3001,0.02933395,0,-2131,0,177300,-1919,1,0,1,1,NA,443562.3,NA,483259.5,NA,-1377.6,NA,NA,3.332222592
399,106431,1,F,N,Y,0,315000,740700,31266,562500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-17775,-2603,Medicine staff,2,0.42527339,157500,0.099257143,0.042211422,4,-1180.1,0,4856220,-540,10,2700000,5,2,NA,2762910,NA,3059887.5,NA,-603,NA,NA,10.07484168
2029,106499,0,M,Y,Y,0,112500,150948,12231,126000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.025164,-8891,-991,Sales staff,2,0.745289769,56250,0.10872,0.081027904,3,-370.75,0,1390725,-29,4,1390725,1,2,0.924949544,109620,18538.065,124200,4455,-1083.5,9,0.052197909,9.197939662
3187,106554,0,M,Y,Y,0,540000,450000,43969.5,450000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.032561,-17341,-5591,Core staff,2,1.2,270000,0.081425,0.09771,7,-1237.684211,0,49658769,-477.7368421,19,11039400,12,4,NA,1853082,NA,2418768,NA,-1043,NA,NA,12.28124041
1268,106563,1,F,N,Y,1,225000,545040,26640,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-15640,-3000,Laborers,3,0.412813738,75000,0.1184,0.048877147,1,-311,0,1575000,-36,1,1575000,0,1,NA,2547693,NA,3391272,NA,-430.3636364,NA,NA,8.445945946
4146,106633,0,F,N,N,1,202500,1762110,48586.5,1575000,Unaccompanied,Working,Higher education,Married,House / apartment,0.04622,-14825,-1660,Accountants,3,0.114919046,67500,0.239933333,0.02757291,1,-1256.333333,0,692203.5,-915,3,100791,2,1,NA,3769605,NA,4232758.5,NA,-1052.555556,NA,NA,4.167824396
3935,106715,0,F,N,Y,0,247500,1502941.5,52371,1372500,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.002042,-19690,-12715,Managers,1,0.164677068,247500,0.2116,0.034845668,4,-1740.055556,0,5342167.35,-750.8333333,18,3532500,14,2,NA,1872900,NA,1882300.5,NA,-828.5555556,NA,NA,4.725897921
4202,106970,0,F,Y,N,0,202500,1575000,80010,1575000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-20434,-3323,Managers,2,0.128571429,101250,0.395111111,0.0508,1,-1633,0,12387822.3,-828.25,4,135000,2,4,1.023324786,1055299.5,NA,1036507.5,21051,-1481.8,NA,0.03267773,2.530933633
3990,106998,0,M,Y,Y,0,315000,418500,20484,418500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-14124,-1982,Laborers,2,0.752688172,157500,0.065028571,0.048946237,2,-302.5,0,2340000,-64.5,2,2340000,0,2,NA,2383965,NA,3405082.5,NA,-1057.363636,NA,NA,15.37785589
1206,107138,1,M,Y,N,0,225000,9.00E+05,31887,9.00E+05,Unaccompanied,Commercial associate,Lower secondary,Married,House / apartment,0.018029,-10116,-2307,Drivers,2,0.25,112500,0.14172,0.03543,1,-733.8571429,0,580875.84,-428.5714286,7,135000,6,2,1,340740,NA,340740,NA,-515.3333333,NA,NA,7.05616709
4671,107386,0,M,Y,N,0,292500,755190,36459,675000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.016612,-21714,NA,,2,0.387319747,146250,0.124646154,0.048277917,0,-2027.5,0,537975,-1585.5,2,0,2,1,NA,1646910,NA,1991056.5,NA,-1204.571429,NA,NA,8.022710442
3512,107401,0,F,N,Y,0,216000,675000,21906,675000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018209,-16830,-278,Sales staff,1,0.32,216000,0.101416667,0.032453333,3,-1610.555556,0,5568786,-1359.777778,9,4308210,5,3,NA,2029500,NA,2477988,NA,-1355.833333,NA,NA,9.860312243
1749,107481,0,F,Y,Y,0,135000,797557.5,26487,688500,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.009175,-20271,NA,,2,0.169266793,67500,0.1962,0.033210145,5,-1317.363636,0,5705162.91,-683.9090909,11,3567834,6,3,NA,3365995.5,NA,3886587,NA,-974.2,NA,NA,5.096839959
954,107581,1,F,N,Y,0,67500,592560,26230.5,450000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.006629,-20997,NA,,2,0.113912515,33750,0.3886,0.044266403,4,-1045.333333,0,3469081.5,-351.3333333,6,2313121.5,2,2,1.111111111,252000,15118.47,226800,25200,-692,18,0.108909091,2.573340196
1405,107742,1,M,Y,Y,0,225000,675000,41427,675000,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.015221,-13517,-2742,,2,0.333333333,112500,0.18412,0.061373333,9,-1381.5,0,15843841.65,-413.8888889,18,13448115,9,4,1.036733446,87871.5,12485.79,86017.5,8788.5,-1811,5.333333333,0.102262251,5.431240495
3532,107744,0,F,N,Y,0,112500,675000,34596,675000,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-15657,-7466,Accountants,2,0.166666667,56250,0.30752,0.051253333,2,-332.5,0,174780,-13,2,174780,0,1,1.057486631,144747,NA,141075,4810.5,-1778.333333,NA,0.07181318,3.25182102
3988,107760,0,M,N,Y,0,211500,500211,50616,463500,Unaccompanied,Working,Higher education,Married,House / apartment,0.014464,-12358,-4888,Laborers,2,0.422821569,105750,0.239319149,0.101189298,2,-1790.428571,0,8256320.1,-931.4285714,14,1939500,12,3,NA,4308403.5,NA,4566951,NA,-1012.625,NA,NA,4.178520626
2988,107831,0,F,N,Y,1,157500,785398.5,33403.5,702000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020246,-13118,-1635,Sales staff,2,0.200535142,78750,0.212085714,0.042530639,2,-735,0,1572344.685,-589.5714286,7,974316.6,5,1,1.01302428,302895,38304.54,296145,35055,-562.2,9.6,0.101859903,4.715074768
2580,107846,0,F,Y,Y,0,225000,1429461,45013.5,1170000,Family,Working,Secondary / secondary special,Separated,House / apartment,0.072508,-18244,-11486,Laborers,1,0.157401986,225000,0.20006,0.031489841,0,-1642.2,0,2168505,-980.6,5,0,5,1,1.120349734,479718,58342.365,436144.5,63049.5,-1281.666667,8,0.143942908,4.99850045
3623,107966,0,F,N,N,0,135000,364896,24385.5,315000,Family,Working,Lower secondary,Married,House / apartment,0.025164,-13132,-2637,Sales staff,2,0.369968429,67500,0.180633333,0.066828631,0,-2078,0,54675,-1554,1,0,1,1,0.92887148,1104385.5,94635.81,1305189,NA,-1093.6,14.4,NA,5.536076767
745,108008,1,F,N,Y,2,112500,592560,31153.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.019689,-12952,-6183,Managers,3,0.189854192,37500,0.27692,0.052574423,4,-734.9166667,0,1250610.84,-402.1666667,12,589500,8,2,NA,1153622.25,NA,1456859.25,NA,-291.0833333,NA,NA,3.611151235
3748,108025,0,F,N,Y,0,99000,663093,21388.5,553500,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.019689,-18977,-6376,Accountants,2,0.149300324,49500,0.216045455,0.032255656,1,-1870,0,537750,-1443,3,245250,2,1,0.919696799,1145160,71821.575,1297138.5,NA,-919.5714286,22,NA,4.628655586
3409,108075,0,F,N,Y,0,180000,373311,16573.5,283500,Family,Working,Higher education,Married,House / apartment,0.020246,-11891,-2499,Core staff,2,0.482171701,90000,0.092075,0.044395959,2,-1440.428571,0,2553957,-637.2857143,7,2025000,5,2,0.924004757,109930.5,14142.24,119101.5,0,-1777.5,10,0,10.86071138
4068,108465,0,F,N,N,0,225000,675000,45108,675000,Family,Working,Higher education,Married,House / apartment,0.035792,-12254,-516,Sales staff,2,0.333333333,112500,0.20048,0.066826667,1,-863,0,113309.55,-299.5,2,0,1,2,NA,2476498.5,NA,2670129,NA,-417.8181818,NA,NA,4.988028731
180,108484,1,M,N,N,0,180000,776304,30208.5,648000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-18155,-3427,Sales staff,2,0.231867928,90000,0.167825,0.038913235,3,-533.2857143,0,1283062.815,-348.8571429,7,913504.815,4,3,NA,1280767.5,NA,1401997.5,NA,-271.2777778,NA,NA,5.958587815
2117,108508,0,F,N,N,0,99000,254700,20250,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.00712,-11115,-1392,,2,0.38869258,49500,0.204545455,0.0795053,2,-300.3333333,0,136738.08,-152,3,67500,1,2,0.910828438,278500.5,21556.755,360868.5,NA,-1488.666667,18,NA,4.888888889
1375,108594,1,M,Y,N,1,202500,473760,56353.5,450000,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-10964,-1045,,3,0.427431611,67500,0.278288889,0.118949468,1,-1952,0,90000,-27,1,90000,0,1,0.884708179,503955,60011.46,574177.5,NA,-534,12,NA,3.593388166
1135,108622,1,F,N,Y,0,135000,170640,13612.5,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-8863,-1997,Waiters/barmen staff,2,0.791139241,67500,0.100833333,0.079773207,2,-280,0,179235,-81,3,111780,1,2,NA,170910,NA,288571.5,NA,-456.5,NA,NA,9.917355372
4323,108675,0,M,N,Y,1,225000,415408.5,47110.5,373500,"Spouse, partner",Working,Secondary / secondary special,Married,With parents,0.014464,-11427,-356,Laborers,3,0.541635523,75000,0.20938,0.113407646,1,-1702.666667,0,524205,-1071.333333,3,351000,2,1,NA,3041955,NA,2955051,NA,-384.3333333,NA,NA,4.776005349
3394,108836,0,F,N,Y,1,99000,1546020,42642,1350000,Family,Pensioner,Higher education,Married,House / apartment,0.006852,-21295,NA,,3,0.064035394,33000,0.430727273,0.027581791,1,-1942.5,0,474445.305,-313.5,2,355500,1,1,1.098766606,547690.5,48181.86,561451.5,NA,-774.5,13.5,NA,2.321654707
2248,108915,0,F,N,Y,0,202500,1350000,53541,1350000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-23237,-6551,Managers,1,0.15,202500,0.2644,0.03966,1,-651,0,1082497.5,-103.3333333,3,675000,2,2,NA,12506287.5,NA,13594864.5,NA,-446.3703704,NA,NA,3.78214826
2400,109025,0,F,N,Y,1,360000,1481701.5,49099.5,1327500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.04622,-19386,-1461,,3,0.242963917,120000,0.1363875,0.033137241,0,-1274.8,0,715324.5,-819.2,5,0,5,2,NA,1525495.5,NA,1611297,NA,-327.75,NA,NA,7.332050225
2957,109096,0,M,Y,Y,0,99000,283419,13783.5,234000,Family,Working,Secondary / secondary special,Married,House / apartment,0.019101,-12918,-519,Laborers,2,0.349306151,49500,0.139227273,0.048632943,0,-1936.25,0,308169.585,-1591.75,4,0,4,2,0.975303025,263736,28059.885,271597.5,NA,-821,7.142857143,NA,7.182500816
369,109145,1,F,Y,Y,0,225000,9.00E+05,40671,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-20532,-3057,Managers,1,0.25,225000,0.18076,0.04519,2,-769.6,0,7194280.5,-243.6,5,2980440,3,1,1.111111111,289440,26291.88,260496,28944,-174,12,0.108909091,5.532197389
1242,109266,1,M,N,N,0,157500,360000,28570.5,360000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01452,-9216,NA,,1,0.4375,157500,0.1814,0.0793625,1,-540,0,112500,-113,1,112500,0,1,1.071950922,132300,13730.67,123003,20695.5,-1161,12,0.151206415,5.512679162
4112,109408,0,M,Y,N,0,117000,225000,10489.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.006008,-9764,-649,Laborers,2,0.52,58500,0.089653846,0.04662,3,-1256.222222,0,2009905.11,-806.1111111,9,1536889.5,6,1,1.072744847,119295,NA,113269.5,11250,-1799,NA,0.122654921,11.15401115
2185,109575,0,F,N,Y,0,67500,675000,38880,675000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.072508,-22816,NA,,2,0.1,33750,0.576,0.0576,1,-1558.5,0,179329.5,-306,2,135000,1,2,1.452896215,497677.5,27138.375,453415.5,46566,-1387,21,0.265712093,1.736111111
4747,109622,0,M,Y,N,5,270000,840951,35761.5,679500,Unaccompanied,State servant,Incomplete higher,Married,House / apartment,0.003813,-16801,-6109,,7,0.32106508,38571.42857,0.13245,0.04252507,1,-1323.571429,0,3420018,-595,7,913500,6,2,NA,68638.5,NA,40464,NA,-936.3333333,NA,NA,7.550018875
743,109729,1,F,Y,N,2,45000,126000,13567.5,126000,Unaccompanied,State servant,Higher education,Married,Municipal apartment,0.006233,-11123,-1715,,4,0.357142857,11250,0.3015,0.107678571,1,-1765.555556,0,1464705,-1082,9,270000,8,2,1.012547136,246510,29596.05,253723.5,NA,-2211,10,NA,3.316749585
108,109744,1,F,Y,Y,4,81000,324000,17707.5,324000,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-12871,-2474,Core staff,6,0.25,13500,0.218611111,0.054652778,5,-563.1818182,0,1340646.705,-273.6363636,11,549684,6,2,NA,196533,NA,195579,NA,-1222.5,NA,NA,4.57433291
3856,109949,0,F,N,Y,0,94500,90000,8766,90000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.026392,-21695,NA,,1,1.05,94500,0.092761905,0.0974,2,-1101.888889,0,1087156.8,-684.8888889,9,621000,7,1,1.004165837,618228,72657.63,615271.5,NA,-1020.25,11.41666667,NA,10.78028747
709,109993,1,F,N,Y,0,126000,723996,34960.5,585000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-20071,NA,,2,0.174034111,63000,0.277464286,0.04828825,3,-593.8,0,1323458.055,-228,5,975537,2,2,0.909918107,45000,4666.5,49455,NA,-758,18,NA,3.604067448
4841,110062,0,F,N,N,0,135000,485640,44541,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801,-12001,-503,Laborers,1,0.277983692,135000,0.329933333,0.091716086,0,-484,0,60300,-25,1,0,1,1,0.93635018,19926,4339.935,21280.5,1993.5,-646,6,0.093284469,3.030915336
3953,110116,0,F,N,Y,0,202500,1102500,46710,1102500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.019689,-23096,NA,,1,0.183673469,202500,0.230666667,0.042367347,5,-887.4444444,0,670037.4,-434.6666667,9,563166,4,2,NA,532980,NA,579807,NA,-777,NA,NA,4.335260116
2057,110141,0,F,N,N,0,157500,454500,20020.5,454500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-14314,-2090,Sales staff,2,0.346534653,78750,0.127114286,0.044049505,2,-607,0,1971000,-8.5,2,1971000,0,2,0.792745311,162607.5,33597.045,336348,NA,-2152,6,NA,7.86693639
2809,110148,0,F,N,Y,0,99000,242950.5,12532.5,184500,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.030755,-20844,NA,,1,0.407490415,99000,0.126590909,0.051584582,4,-1359.875,0,1136866.5,-565.625,8,751500,4,2,0.883706575,1867401,97417.44,2114158.5,NA,-355.5,34.8,NA,7.8994614
2340,110159,0,F,Y,Y,0,225000,781920,42547.5,675000,Family,Commercial associate,Higher education,Civil marriage,House / apartment,0.005084,-10851,-164,Sales staff,2,0.287753223,112500,0.1891,0.054414134,5,-766.25,0,2205029.34,-321.625,8,1919115,3,2,NA,17695674,NA,19026648,NA,-766.4634146,NA,NA,5.288207298
3744,110224,0,F,N,N,1,135000,526491,29529,454500,Family,Commercial associate,Lower secondary,Married,House / apartment,0.035792,-14328,-1296,Cooking staff,3,0.25641464,45000,0.218733333,0.056086429,0,-1167,0,843051.105,-880.25,4,0,4,1,NA,2320623,NA,2568262.5,NA,-671.375,NA,NA,4.571776897
744,110381,1,F,N,Y,2,112500,227520,18103.5,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11959,-1520,Cleaning staff,4,0.494462025,28125,0.16092,0.079568829,11,-758.9285714,0,2565648.36,-177.5,14,2272608.36,3,2,NA,2023110,NA,2165814,NA,-690.2222222,NA,NA,6.214267959
4465,110423,0,F,N,N,0,180000,610335,21919.5,463500,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,0.035792,-18979,-4399,Cleaning staff,2,0.294920003,90000,0.121775,0.035913883,1,-1239.5,0,1618740,-457,4,513000,3,1,0.805976,3552606,285127.47,4325818.5,NA,-1175.7,21.4,NA,8.211866147
